plazo,periodo_gracia,cuotas,cuotas_capital,tasa_indexacion,valor_credito
36,0,6,6,IBR,29000000.0
13,0,12,12,IBR,1093180.0
19,0,18,18,IBR,3286360.0
12,11,12,1,IBR,32000000.0
24,0,24,24,IBR,3100000.0
84,0,14,14,IBR,13500000.0
36,35,36,1,IBR,8365940.0
60,0,10,10,IBR,8000000.0
24,23,24,1,IBR,4204000.0
18,17,18,1,IBR,3560400.0
74,7,12,5,IBR,5000000.0
10,0,1,1,IBR,15000000.0
12,0,12,12,IBR,1085000.0
60,0,10,10,IBR,22000000.0
36,0,6,6,IBR,10000000.0
36,0,6,6,IBR,10000000.0
36,0,6,6,IBR,7000000.0
36,0,6,6,IBR,7000000.0
36,0,6,6,IBR,7000000.0
36,0,6,6,IBR,12000000.0
18,0,1,1,IBR,7000000.0
12,0,1,1,IBR,10000000.0
12,0,1,1,IBR,5800000.0
12,0,1,1,IBR,12500000.0
10,0,1,1,IBR,21000000.0
10,0,1,1,IBR,20000000.0
72,2,12,10,IBR,12000000.0
45,1,8,7,DTF,4110855.0
35,4,6,2,DTF,4999722.0
59,6,10,4,IBR,19613807.0
119,3,21,18,IBR,5399208.0
22,0,2,2,DTF,2856313.0
119,0,20,20,IBR,11246929.0
9,0,1,1,IBR,2570000.0
9,0,8,8,IBR,2150000.0
96,6,97,91,IBR,30000000.0
24,0,2,2,IBR,2323788.0
12,0,1,1,DTF,950617.0
72,0,12,12,IBR,11000000.0
15,0,15,15,IBR,2828625.0
12,1,2,1,DTF,6107557.0
96,2,16,14,IBR,18500000.0
84,2,14,12,IBR,12000000.0
96,2,16,14,IBR,10000000.0
12,11,13,2,IBR,12000000.0
30,0,30,30,IBR,3000000.0
144,6,24,18,IBR,7000000.0
36,2,6,4,IBR,8000000.0
60,0,10,10,IBR,30000000.0
10,0,1,1,IBR,22280000.0
36,0,6,6,IBR,5000000.0
60,0,10,10,IBR,6000000.0
18,0,1,1,IBR,2300000.0
7,0,6,6,IBR,1200000.0
36,0,6,6,IBR,3500000.0
18,0,18,18,IBR,2202970.0
144,6,24,18,IBR,10800000.0
12,11,12,1,IBR,20000000.0
12,0,1,1,IBR,8000000.0
36,0,3,3,IBR,3200000.0
12,0,12,12,IBR,2100000.0
12,11,12,1,IBR,2454200.0
26,0,9,9,IBR,6544808.0
120,4,20,16,IBR,120000000.0
36,35,36,1,IBR,9229600.0
89,8,15,7,IBR,18000000.0
60,0,60,60,IBR,304531000.0
84,2,14,12,IBR,13000000.0
12,11,12,1,IBR,60000000.0
24,1,4,3,IBR,32200000.0
82,8,14,6,IBR,15000000.0
35,34,35,1,IBR,4695600.0
18,0,18,18,IBR,1639770.0
96,2,16,14,IBR,12000000.0
36,2,6,4,IBR,10000000.0
36,0,6,6,IBR,11000000.0
60,0,10,10,IBR,10000000.0
60,0,10,10,IBR,13000000.0
60,0,10,10,IBR,21000000.0
84,2,14,12,IBR,12000000.0
84,2,14,12,IBR,15000000.0
96,2,16,14,IBR,20000000.0
85,8,14,6,IBR,16080000.0
79,8,13,5,IBR,10020000.0
73,7,12,5,IBR,5640000.0
67,7,11,4,IBR,3196000.0
18,0,1,1,IBR,12000000.0
65,5,10,5,IBR,12000000.0
36,0,36,36,IBR,100000000.0
60,0,10,10,IBR,9025500.0
24,2,5,3,IBR,8000000.0
12,0,2,2,IBR,848956.0
18,0,1,1,IBR,2800000.0
24,1,4,3,IBR,4000000.0
84,0,13,13,IBR,20000000.0
60,2,10,8,IBR,30000000.0
60,1,20,19,IBR,15000000.0
132,8,22,14,IBR,5000000.0
60,2,10,8,IBR,15000000.0
60,0,10,10,IBR,12000000.0
72,2,12,10,IBR,16000000.0
60,0,10,10,IBR,11000000.0
24,2,4,2,DTF,2265580.0
36,0,6,6,IBR,35000000.0
45,4,8,4,DTF,4800000.0
36,0,6,6,IBR,1500000.0
75,8,13,5,IBR,8000000.0
96,0,16,16,IBR,13000000.0
36,3,6,3,IBR,3000000.0
70,7,11,4,IBR,18000000.0
57,4,10,6,DTF,9726712.0
16,1,2,1,IBR,7000000.0
60,2,10,8,IBR,15000000.0
60,0,10,10,IBR,6000000.0
82,8,14,6,IBR,7000000.0
7,0,7,7,IBR,860982.0
11,0,10,10,IBR,1500000.0
72,2,12,10,IBR,15000000.0
60,0,5,5,DTF,15157864.0
12,0,12,12,IBR,2200320.0
80,8,13,5,IBR,8500000.0
72,2,12,10,IBR,15000000.0
54,0,9,9,IBR,11352444.0
96,2,16,14,IBR,100000000.0
72,2,12,10,IBR,12000000.0
16,0,15,15,IBR,2604000.0
5,0,4,4,IBR,1080000.0
60,1,10,9,IBR,10000000.0
85,8,14,6,IBR,12000000.0
79,7,13,6,IBR,15013000.0
36,3,6,3,DTF,12260371.0
120,2,20,18,IBR,15000000.0
12,0,12,12,IBR,1100000.0
84,2,14,12,IBR,15000000.0
79,8,13,5,IBR,14000000.0
25,0,24,24,DTF,2000000.0
48,2,8,6,IBR,4000000.0
36,0,35,35,DTF,4000000.0
54,0,9,9,DTF,7781475.0
93,10,16,6,IBR,3000000.0
72,2,12,10,IBR,15000000.0
36,3,6,3,IBR,3000000.0
12,0,0,0,DTF,100000.0
12,0,0,0,DTF,150000.0
6,0,0,0,DTF,8000000.0
12,0,0,0,DTF,9000000.0
30,0,30,30,DTF,8000000.0
60,4,20,16,IBR,10600000.0
24,0,24,24,DTF,5000000.0
108,1,17,16,IBR,20000000.0
54,0,9,9,DTF,54158887.0
24,0,2,2,IBR,2600000.0
60,5,10,5,IBR,14000000.0
24,0,2,2,IBR,3000000.0
63,6,11,5,IBR,6000000.0
12,0,12,12,IBR,1170600.0
6,5,6,1,IBR,17000000.0
19,0,18,18,IBR,2061200.0
19,0,18,18,IBR,2000000.0
19,0,18,18,IBR,2530000.0
6,5,6,1,IBR,8000000.0
84,2,14,12,IBR,18000000.0
18,0,18,18,IBR,1595852.0
8,0,7,7,IBR,782089.0
12,0,12,12,IBR,1620400.0
12,0,12,12,IBR,2093180.0
10,0,10,10,IBR,2300378.0
12,0,12,12,IBR,1293180.0
1,0,1,1,IBR,31000000.0
156,16,26,10,IBR,6000000.0
36,0,6,6,IBR,10000000.0
120,13,20,7,IBR,11900000.0
60,2,10,8,IBR,7000000.0
36,0,6,6,IBR,10000000.0
19,0,18,18,IBR,2400032.0
24,0,4,4,IBR,2020000.0
36,0,3,3,IBR,25000000.0
36,0,6,6,IBR,4850000.0
36,0,3,3,IBR,3300000.0
24,0,4,4,IBR,13060000.0
36,0,6,6,IBR,4480000.0
36,0,6,6,IBR,20000000.0
46,5,8,3,IBR,4000000.0
35,4,6,2,IBR,2099999.0
22,3,4,1,IBR,847042.0
72,2,12,10,IBR,4000000.0
70,7,11,4,IBR,6000000.0
88,8,14,6,IBR,16700000.0
45,1,8,7,IBR,16692923.0
60,0,10,10,IBR,5000000.0
36,0,12,12,IBR,8000000.0
60,0,20,20,IBR,12000000.0
84,9,14,5,IBR,15000000.0
64,6,10,4,IBR,5640000.0
60,0,10,10,IBR,8000000.0
13,2,4,2,DTF,5438448.0
36,9,37,28,IBR,3500000.0
132,14,22,8,IBR,14000000.0
24,0,4,4,IBR,2200000.0
72,2,12,10,IBR,12000000.0
60,2,10,8,IBR,14000000.0
96,10,16,6,IBR,12000000.0
24,0,4,4,IBR,4000000.0
144,6,24,18,IBR,10000000.0
108,6,18,12,IBR,11000000.0
28,2,5,3,IBR,10000000.0
72,1,12,11,IBR,12000000.0
36,0,6,6,IBR,7000000.0
84,2,14,12,IBR,10000000.0
34,3,6,3,IBR,3000000.0
60,0,10,10,IBR,6000000.0
60,2,10,8,IBR,5000000.0
72,2,12,10,IBR,10000000.0
72,7,12,5,IBR,5000000.0
36,0,6,6,IBR,10000000.0
19,0,18,18,IBR,2250000.0
88,9,15,6,IBR,6000000.0
60,1,10,9,IBR,6000000.0
19,0,18,18,IBR,1580990.0
3,0,1,1,IBR,400000000.0
72,7,12,5,IBR,15000000.0
36,0,36,36,IBR,45000000.0
9,0,1,1,IBR,3016000.0
36,0,6,6,IBR,20000000.0
13,0,12,12,IBR,1115200.0
83,9,14,5,IBR,8000000.0
96,2,16,14,IBR,10000000.0
84,2,14,12,IBR,10000000.0
96,2,16,14,IBR,89700000.0
24,0,24,24,IBR,200000000.0
36,4,12,8,IBR,1500000000.0
12,0,12,12,IBR,1000000.0
88,9,15,6,IBR,14000000.0
36,0,36,36,IBR,860000000.0
60,0,10,10,IBR,21300000.0
60,2,10,8,IBR,7000000.0
36,0,6,6,IBR,3200000.0
12,0,1,1,IBR,15000000.0
14,0,1,1,IBR,6800000.0
36,0,6,6,IBR,12000000.0
36,0,3,3,IBR,3200000.0
19,0,18,18,IBR,3139770.0
12,0,1,1,IBR,4000000.0
60,0,10,10,IBR,10000000.0
13,0,12,12,IBR,1352000.0
19,0,18,18,IBR,1500000.0
73,7,12,5,IBR,8000000.0
41,0,7,7,IBR,5916074.0
96,2,16,14,IBR,10000000.0
16,0,15,15,IBR,1420000.0
24,0,24,24,IBR,20000000.0
13,0,12,12,IBR,4171400.0
14,0,13,13,IBR,1628000.0
36,0,36,36,IBR,418000000.0
36,0,6,6,IBR,1900000.0
36,0,3,3,IBR,3000000.0
12,0,1,1,IBR,7350000.0
36,0,6,6,IBR,6000000.0
36,0,6,6,IBR,6000000.0
72,2,12,10,IBR,11000000.0
87,8,14,6,IBR,13000000.0
93,10,16,6,IBR,13000000.0
93,10,16,6,IBR,20000000.0
10,0,1,1,IBR,27000000.0
120,2,20,18,IBR,17000000.0
36,3,6,3,IBR,2200000.0
75,8,13,5,IBR,8000000.0
24,0,4,4,IBR,2340000.0
96,2,16,14,IBR,4000000.0
72,4,24,20,IBR,7240000.0
69,8,12,4,IBR,18000000.0
24,1,2,1,IBR,11000000.0
36,3,6,3,IBR,2900000.0
120,6,20,14,IBR,5000000.0
12,1,2,1,DTF,1008808.0
36,0,6,6,IBR,10000000.0
12,11,12,1,IBR,8800000.0
19,0,18,18,IBR,2284634.0
60,0,10,10,IBR,10000000.0
20,1,4,3,DTF,2337437.0
36,0,36,36,IBR,25000000.0
13,0,12,12,IBR,700000.0
84,2,14,12,IBR,12000000.0
144,6,24,18,IBR,5000000.0
84,2,14,12,IBR,5000000.0
60,0,10,10,IBR,18000000.0
72,2,12,10,IBR,25000000.0
12,0,12,12,IBR,771980.0
36,3,6,3,IBR,2800000.0
6,0,6,6,IBR,2065378.0
60,0,10,10,IBR,20000000.0
36,0,6,6,IBR,10000000.0
13,0,12,12,IBR,2049980.0
21,1,4,3,DTF,6499990.0
60,0,10,10,IBR,11000000.0
60,0,10,10,IBR,10000000.0
72,0,12,12,IBR,22000000.0
36,0,6,6,IBR,13000000.0
60,0,10,10,IBR,16000000.0
36,2,6,4,IBR,20000000.0
24,2,4,2,IBR,15000000.0
48,2,8,6,IBR,25000000.0
72,2,12,10,IBR,5000000.0
84,2,14,12,IBR,12000000.0
84,2,14,12,IBR,23550000.0
72,2,12,10,IBR,25000000.0
72,2,12,10,IBR,20000000.0
96,2,16,14,IBR,28000000.0
72,7,12,5,IBR,8500000.0
82,7,13,6,IBR,11000000.0
60,1,10,9,IBR,25000000.0
60,0,10,10,IBR,40000000.0
84,0,14,14,IBR,10999000.0
64,5,10,5,IBR,18062500.0
36,0,6,6,IBR,10000000.0
132,8,22,14,IBR,4000000.0
60,2,11,9,IBR,10000000.0
84,2,14,12,IBR,25000000.0
60,0,10,10,IBR,15000000.0
36,2,6,4,IBR,22500000.0
72,2,12,10,IBR,20000000.0
7,0,1,1,IBR,25000000.0
10,0,1,1,IBR,5000000.0
72,2,12,10,IBR,7000000.0
72,2,12,10,IBR,25000000.0
36,0,6,6,IBR,8000000.0
69,7,11,4,IBR,7000000.0
60,0,10,10,IBR,11500000.0
84,2,14,12,IBR,6000000.0
60,2,11,9,IBR,20000000.0
24,0,4,4,IBR,13000000.0
36,0,12,12,IBR,12000000.0
12,0,1,1,IBR,26500000.0
36,0,6,6,IBR,2500000.0
10,0,1,1,IBR,10000000.0
72,2,12,10,IBR,12000000.0
76,8,13,5,IBR,11000000.0
72,12,72,60,IBR,814500000.0
94,10,16,6,IBR,13000000.0
24,1,2,1,IBR,16710000.0
24,0,4,4,IBR,12000000.0
72,4,12,8,IBR,22000000.0
24,2,4,2,IBR,26250000.0
60,2,10,8,IBR,12000000.0
144,6,24,18,IBR,9450000.0
84,2,14,12,IBR,18000000.0
84,83,84,1,IBR,1000000000.0
17,0,16,16,IBR,1600000.0
36,35,36,1,IBR,8000000.0
12,1,2,1,DTF,7030353.0
48,0,8,8,DTF,17872749.0
102,10,17,7,IBR,12000000.0
12,11,12,1,IBR,10000000.0
19,0,18,18,IBR,3285192.0
24,0,4,4,IBR,2000000.0
60,2,10,8,IBR,8000000.0
12,0,12,12,DTF,1262000.0
69,1,6,5,IBR,11000000.0
63,6,11,5,IBR,7000000.0
22,0,21,21,DTF,3100000.0
35,0,35,35,DTF,4000000.0
14,0,14,14,DTF,1500000.0
6,1,2,1,IBR,250000000.0
12,0,12,12,DTF,2096000.0
25,0,24,24,DTF,4000000.0
12,0,0,0,DTF,9000000.0
72,2,12,10,IBR,10000000.0
18,0,3,3,DTF,4423746.0
24,2,4,2,IBR,2850000.0
10,0,10,10,DTF,2150000.0
9,0,8,8,DTF,1036000.0
33,0,6,6,DTF,9500873.0
18,0,17,17,DTF,2150000.0
13,0,12,12,DTF,1070000.0
30,0,5,5,IBR,20998567.0
6,0,1,1,DTF,1896620.0
12,11,12,1,IBR,3000000.0
12,11,12,1,IBR,2500000.0
96,2,16,14,IBR,12400000.0
6,0,1,1,IBR,70000000.0
8,0,1,1,IBR,300000000.0
60,0,10,10,IBR,7000000.0
6,5,6,1,IBR,98000000.0
24,0,24,24,IBR,6500000.0
84,2,14,12,IBR,527000000.0
96,2,16,14,IBR,20000000.0
60,15,61,46,IBR,20000000.0
12,0,12,12,IBR,841980.0
13,0,12,12,IBR,793180.0
12,0,12,12,IBR,1072000.0
79,8,13,5,IBR,7000000.0
37,2,6,4,DTF,14375745.0
10,0,1,1,IBR,10750000.0
36,0,3,3,IBR,3040000.0
72,7,12,5,IBR,16714000.0
63,7,11,4,IBR,11000000.0
76,8,13,5,IBR,14000000.0
57,7,10,3,IBR,4000000.0
96,2,16,14,IBR,16000000.0
72,2,12,10,IBR,16000000.0
24,2,4,2,IBR,32000000.0
60,2,10,8,IBR,16000000.0
60,2,10,8,IBR,20000000.0
72,2,12,10,IBR,27000000.0
71,0,12,12,IBR,13927398.0
36,0,6,6,IBR,5000000.0
17,0,3,3,DTF,3769819.0
96,1,15,14,IBR,25000000.0
24,0,2,2,DTF,2399969.0
17,0,1,1,IBR,5000000.0
77,8,13,5,IBR,10000000.0
36,0,6,6,IBR,2500000.0
72,2,12,10,IBR,100000000.0
24,1,4,3,IBR,10000000.0
36,0,6,6,IBR,10000000.0
18,0,1,1,IBR,10000000.0
84,9,14,5,IBR,24000000.0
84,0,14,14,IBR,15000000.0
96,2,16,14,IBR,10000000.0
83,8,13,5,IBR,14000000.0
36,0,6,6,IBR,25000000.0
72,2,12,10,IBR,30000000.0
84,2,14,12,IBR,10763000.0
96,2,16,14,IBR,20000000.0
84,2,14,12,IBR,15000000.0
83,8,13,5,IBR,10000000.0
60,5,10,5,IBR,19890208.0
95,10,16,6,IBR,6000000.0
72,2,12,10,IBR,30000000.0
24,2,4,2,IBR,25900000.0
72,2,12,10,IBR,24000000.0
65,0,11,11,IBR,30600000.0
36,0,6,6,IBR,5000000.0
10,0,1,1,IBR,8160000.0
12,11,12,1,IBR,20000000.0
21,0,18,18,IBR,6028622.0
15,0,15,15,IBR,3606000.0
12,11,12,1,IBR,10000000.0
96,2,16,14,IBR,20000000.0
84,2,14,12,IBR,20000000.0
180,16,30,14,IBR,80000000.0
19,0,18,18,IBR,1639770.0
24,0,23,23,IBR,2308200.0
12,0,1,1,IBR,2000000.0
60,0,10,10,IBR,7000000.0
36,0,6,6,IBR,4000000.0
22,0,2,2,IBR,99963221.0
36,0,6,6,IBR,15000000.0
60,0,10,10,IBR,9000000.0
6,5,6,1,IBR,25000000.0
12,0,1,1,IBR,7000000.0
36,0,6,6,IBR,5000000.0
60,2,10,8,IBR,45000000.0
36,0,6,6,IBR,10000000.0
36,0,6,6,IBR,7000000.0
72,2,12,10,IBR,4000000.0
11,1,2,1,DTF,3277325.0
23,0,22,22,IBR,3600000.0
120,4,20,16,IBR,28000000.0
60,0,10,10,IBR,8000000.0
92,10,17,7,IBR,10000000.0
2,0,2,2,IBR,6000000.0
15,0,15,15,IBR,2175905.0
92,10,16,6,IBR,12000000.0
36,0,36,36,IBR,70000000.0
54,0,9,9,IBR,16317820.0
21,0,7,7,IBR,2141000.0
36,0,6,6,IBR,5500000.0
60,0,60,60,IBR,4500000.0
96,2,16,14,IBR,20000000.0
36,1,6,5,IBR,25000000.0
96,2,16,14,IBR,15000000.0
36,0,6,6,IBR,3500000.0
23,0,2,2,DTF,4793644.0
84,2,14,12,IBR,15000000.0
72,7,12,5,IBR,11000000.0
64,17,64,47,IBR,12000000.0
72,2,12,10,IBR,11800000.0
60,0,10,10,IBR,5000000.0
12,0,12,12,IBR,1192000.0
35,3,6,3,DTF,4868542.0
12,0,12,12,IBR,1076800.0
21,0,20,20,IBR,2239770.0
12,11,12,1,IBR,700000.0
36,0,6,6,IBR,12000000.0
17,0,1,1,IBR,7000000.0
36,0,6,6,IBR,3800000.0
60,0,10,10,IBR,12000000.0
16,0,15,15,IBR,2152475.0
36,0,6,6,IBR,2800000.0
48,4,8,4,DTF,25157596.0
144,6,24,18,IBR,5000000.0
96,12,96,84,IBR,350000000.0
24,0,2,2,DTF,7437584.0
10,0,1,1,IBR,10000000.0
72,0,12,12,IBR,10000000.0
60,2,10,8,IBR,50000000.0
84,2,14,12,IBR,10000000.0
35,2,6,4,IBR,7996332.0
84,7,14,7,IBR,62442621.0
71,5,11,6,IBR,7995217.0
71,6,12,6,IBR,8991146.0
83,7,13,6,IBR,10000000.0
83,8,13,5,IBR,15000000.0
59,6,9,3,IBR,11800000.0
11,0,2,2,IBR,12336245.0
24,0,2,2,DTF,6959210.0
84,0,14,14,IBR,7000000.0
60,0,10,10,IBR,2500000.0
24,0,4,4,IBR,2460000.0
72,0,12,12,IBR,33000000.0
10,0,1,1,IBR,10000000.0
36,0,6,6,IBR,3200000.0
36,0,6,6,IBR,2500000.0
96,2,16,14,IBR,15000000.0
60,0,10,10,IBR,7000000.0
36,0,6,6,IBR,10000000.0
36,0,6,6,IBR,3000000.0
120,2,20,18,IBR,18000000.0
120,4,20,16,IBR,16000000.0
120,2,20,18,IBR,8000000.0
84,2,14,12,IBR,12000000.0
36,0,6,6,IBR,20000000.0
96,2,16,14,IBR,8000000.0
84,2,14,12,IBR,20000000.0
120,0,19,19,IBR,32000000.0
82,9,14,5,IBR,3300000.0
12,0,1,1,IBR,60000000.0
10,0,1,1,IBR,45000000.0
72,2,12,10,IBR,15000000.0
24,1,2,1,IBR,18000000.0
78,8,13,5,IBR,20000000.0
36,0,3,3,IBR,3100000.0
73,7,12,5,IBR,3063000.0
79,8,13,5,IBR,16583000.0
60,0,10,10,IBR,18000000.0
12,11,12,1,IBR,20000000.0
36,0,6,6,IBR,2000000.0
79,9,15,6,IBR,3200000.0
82,8,14,6,IBR,13115000.0
13,0,12,12,IBR,1199980.0
84,2,14,12,IBR,10000000.0
14,0,14,14,IBR,1308710.0
23,0,23,23,IBR,4384412.0
12,11,12,1,IBR,79000000.0
4,0,4,4,IBR,1050000.0
7,0,1,1,IBR,100000000.0
19,0,18,18,IBR,2534200.0
8,0,1,1,DTF,5625000.0
20,0,20,20,IBR,2667200.0
72,2,12,10,IBR,15000000.0
36,0,36,36,IBR,30000000.0
36,0,36,36,IBR,50000000.0
12,0,2,2,IBR,450000000.0
12,0,12,12,IBR,1141412.0
96,10,16,6,IBR,15000000.0
120,2,20,18,IBR,10000000.0
12,0,12,12,IBR,1500000.0
54,6,9,3,IBR,4000000.0
60,2,10,8,IBR,8000000.0
36,0,6,6,IBR,6000000.0
13,0,12,12,IBR,2100000.0
12,0,12,12,IBR,817100.0
14,0,13,13,IBR,1202228.0
19,0,18,18,IBR,2150400.0
13,0,12,12,IBR,1321980.0
19,0,18,18,IBR,3200400.0
35,0,3,3,DTF,5931651.0
60,0,10,10,IBR,9000000.0
42,0,7,7,IBR,24191806.0
24,1,2,1,IBR,40000000.0
10,0,10,10,IBR,1000000.0
12,0,12,12,IBR,2000000.0
67,6,11,5,IBR,5000000.0
30,0,5,5,IBR,9929583.0
84,2,14,12,IBR,15000000.0
60,0,10,10,IBR,12000000.0
12,0,12,12,IBR,1152000000.0
24,23,24,1,IBR,2821600.0
6,0,6,6,IBR,6132572.0
36,0,36,36,IBR,7450000000.0
6,0,6,6,IBR,7745083.0
67,7,13,6,IBR,8680000.0
24,2,4,2,DTF,3574986.0
36,0,6,6,IBR,15000000.0
36,0,6,6,IBR,2000000.0
10,0,1,1,IBR,15000000.0
12,0,1,1,IBR,15000000.0
73,8,13,5,IBR,1686400.0
36,0,12,12,IBR,2000000.0
12,11,12,1,IBR,5000000.0
24,0,24,24,IBR,4961136.0
60,0,10,10,IBR,5000000.0
36,0,0,0,IBR,9950000.0
18,0,18,18,IBR,1445852.0
43,0,8,8,DTF,13360000.0
12,11,12,1,IBR,4000000.0
6,0,2,2,IBR,1600000000.0
60,0,10,10,IBR,20000000.0
60,0,10,10,IBR,12000000.0
36,3,6,3,IBR,1520000.0
72,2,12,10,IBR,15000000.0
36,0,3,3,IBR,3400000.0
18,0,18,18,IBR,2074970.0
24,2,4,2,IBR,10000000.0
84,2,14,12,IBR,30000000.0
84,2,14,12,IBR,10000000.0
72,2,12,10,IBR,50000000.0
10,0,1,1,IBR,3000000.0
54,1,9,8,DTF,8866303.0
24,1,4,3,DTF,1109008.0
72,2,12,10,IBR,15000000.0
12,11,12,1,IBR,5000000.0
18,0,1,1,IBR,5000000.0
36,0,3,3,IBR,2500000.0
85,8,14,6,IBR,10000000.0
60,0,10,10,IBR,15000000.0
36,0,6,6,IBR,3500000.0
36,0,6,6,IBR,200000000.0
60,0,60,60,IBR,185756920.0
36,0,6,6,IBR,150000000.0
3,0,1,1,IBR,20000000.0
36,0,36,36,IBR,700000000.0
12,0,12,12,IBR,25000000.0
18,0,18,18,IBR,400000000.0
12,11,12,1,IBR,2000000.0
12,11,12,1,IBR,10000000.0
12,11,12,1,IBR,6000000.0
12,11,12,1,IBR,2000000.0
12,11,12,1,IBR,40000000.0
12,11,12,1,IBR,2000000.0
12,11,12,1,IBR,8000000.0
12,11,12,1,IBR,5000000.0
12,11,12,1,IBR,11400000.0
36,0,36,36,IBR,305000000.0
120,2,20,18,IBR,12000000.0
61,5,10,5,IBR,23000000.0
144,6,24,18,IBR,16000000.0
36,0,36,36,IBR,13000000.0
24,0,24,24,IBR,10000000.0
77,0,13,13,IBR,20000000.0
62,6,10,4,IBR,10000000.0
96,2,16,14,IBR,25500000.0
12,0,12,12,IBR,7837379.0
84,2,14,12,IBR,12000000.0
120,2,20,18,IBR,12000000.0
72,2,12,10,IBR,20000000.0
84,2,14,12,IBR,10000000.0
60,0,10,10,IBR,10000000.0
60,0,10,10,IBR,12000000.0
96,2,16,14,IBR,9000000.0
61,6,10,4,IBR,6674000.0
24,2,4,2,IBR,42000000.0
91,9,15,6,IBR,6000000.0
36,0,6,6,IBR,3650000.0
12,1,2,1,IBR,29944348.0
13,0,12,12,IBR,5200640.0
24,2,4,2,IBR,2400000.0
2,0,1,1,DTF,229907178.0
10,0,3,3,DTF,1240500.0
48,0,8,8,DTF,5400000.0
36,0,12,12,DTF,220000000.0
24,23,24,1,IBR,8048000.0
9,0,8,8,IBR,1100000.0
18,0,18,18,IBR,1700000.0
12,0,1,1,IBR,10000000.0
24,1,2,1,IBR,7000000.0
36,0,36,36,IBR,1500000000.0
84,0,14,14,IBR,6000000.0
96,2,16,14,IBR,7000000.0
22,21,22,1,IBR,3233795.0
17,0,16,16,IBR,1700000.0
18,0,18,18,IBR,3351810.0
72,0,12,12,IBR,15000000.0
60,0,10,10,IBR,12000000.0
22,21,22,1,IBR,3714400.0
96,2,16,14,IBR,10000000.0
13,0,12,12,IBR,749980.0
144,6,24,18,IBR,10000000.0
84,2,14,12,IBR,15000000.0
72,2,12,10,IBR,54000000.0
19,0,18,18,IBR,1600000.0
10,0,1,1,IBR,30000000.0
120,2,20,18,IBR,16000000.0
36,0,6,6,IBR,10000000.0
15,0,14,14,IBR,1154410.0
72,8,12,4,IBR,6000000.0
23,0,23,23,IBR,2447200.0
60,2,10,8,IBR,18100000.0
60,2,10,8,IBR,10000000.0
24,2,4,2,IBR,10000000.0
96,2,16,14,IBR,45000000.0
10,0,1,1,IBR,5000000.0
12,11,12,1,IBR,2000000.0
36,0,6,6,IBR,20000000.0
60,2,10,8,IBR,9965000.0
12,0,12,12,IBR,3605600.0
36,0,6,6,IBR,5500000.0
120,2,20,18,IBR,5000000.0
6,0,6,6,IBR,1134459.0
36,0,36,36,IBR,14765976.0
23,0,23,23,IBR,2278595.0
84,0,14,14,IBR,6000000.0
30,0,5,5,DTF,2883383.0
23,22,23,1,IBR,3233795.0
16,0,15,15,IBR,1216475.0
36,0,6,6,IBR,3900000.0
13,0,12,12,IBR,1067100.0
14,0,1,1,IBR,15000000.0
12,0,2,2,IBR,20000000.0
60,4,20,16,IBR,12000000.0
22,0,7,7,IBR,2100000.0
72,71,72,1,IBR,103593000.0
7,0,7,7,IBR,550000.0
24,2,4,2,IBR,15000000.0
12,11,12,1,IBR,10000000.0
12,11,12,1,IBR,63000000.0
7,0,1,1,IBR,3500000.0
72,2,12,10,IBR,9000000.0
84,2,14,12,IBR,20000000.0
84,2,14,12,IBR,11000000.0
36,0,36,36,IBR,5000000.0
35,3,6,3,DTF,4000000.0
79,8,13,5,IBR,7000000.0
79,8,13,5,IBR,11000000.0
6,0,1,1,IBR,150000000.0
84,2,14,12,IBR,200000000.0
84,2,14,12,IBR,8000000.0
60,0,10,10,IBR,11000000.0
36,0,6,6,IBR,5000000.0
12,0,2,2,DTF,4124462.0
44,1,8,7,IBR,10000000.0
12,0,1,1,IBR,10160000.0
85,8,14,6,IBR,6000000.0
29,0,5,5,DTF,7164410.0
22,0,11,11,IBR,3090000.0
36,0,6,6,IBR,15000000.0
36,0,6,6,IBR,10000000.0
47,0,4,4,DTF,17100000.0
72,2,12,10,IBR,20000000.0
10,0,1,1,IBR,35000000.0
36,0,6,6,IBR,7000000.0
36,0,6,6,IBR,3500000.0
72,2,12,10,IBR,6500000.0
36,2,6,4,IBR,20000000.0
95,9,15,6,IBR,10000000.0
10,0,1,1,IBR,6600000.0
10,0,1,1,IBR,20000000.0
60,2,10,8,IBR,9000000.0
84,0,14,14,IBR,14000000.0
72,2,12,10,IBR,30000000.0
95,9,15,6,IBR,7000000.0
36,0,6,6,IBR,6000000.0
71,7,11,4,IBR,12000000.0
84,2,14,12,IBR,20000000.0
36,0,6,6,IBR,3600000.0
36,0,6,6,IBR,4000000.0
84,2,14,12,IBR,8000000.0
13,0,12,12,IBR,8501000.0
24,0,24,24,IBR,6500000.0
13,0,2,2,IBR,2066720.0
12,0,12,12,IBR,5408036.0
23,0,23,23,IBR,6587783.0
11,0,11,11,IBR,5393547.0
8,0,8,8,IBR,1638718.0
7,0,7,7,IBR,1099286.0
15,0,15,15,IBR,2418484.0
11,0,11,11,IBR,1705707.0
14,0,14,14,IBR,1918966.0
12,0,12,12,IBR,1822702.0
12,0,12,12,IBR,1141848.0
60,0,10,10,IBR,40000000.0
60,0,10,10,IBR,11000000.0
6,5,6,1,IBR,3103000.0
126,13,21,8,IBR,4000000.0
36,0,6,6,IBR,880000000.0
